company_id,industry,employee_range
"8adaa44f491dee6","Financial Services","10,000+"
"8b20b7272585e75","Business Services","0 - 9"
"8b80e2d3bdf566b","Retail and Distribution","20 - 49"
"8bfc2f4e5783e18","Business Services","100 - 249"
"8c448a2df228ec3","Business Services","250 - 499"
"8d94bf1a472b9ec","Software and Technology","20 - 49"
"8db8d4093f2fb8e","Financial Services","1,000 - 4,999"
"8dddd5fa4fd10c2","Business Services","50 - 99"
"8e0ae4beb6dff31","Business Services","1,000 - 4,999"
"8e1cc2be0f7231f","Software and Technology","50 - 99"
"8f320a268479520","Consumer Goods and Services","100 - 249"
"8f895d79f900ef5","Software and Technology","20 - 49"
"8f91286e48d6a58","Manufacturing","100 - 249"
"8fa08b25bbf32c2","Software and Technology","20 - 49"
"8fa8b18fc24502d","Real Estate","20 - 49"
"8fdf0e65e5a1322","Financial Services","10 - 19"
"900626ea8b23c94","Financial Services","100 - 249"
"901779e1e99171c","Financial Services","0 - 9"
"903d89192675af5","Retail and Distribution","500 - 999"
"9048e0b96b6dac1","Recreation","250 - 499"
"90e4baef5b21bee","Healthcare and Medical","250 - 499"
"9107b16806c43dd","Energy and Utilities","1,000 - 4,999"
"922a6d38401453c","Software and Technology","20 - 49"
"929268eaf713ad9","Hospitality and Travel","10,000+"
"930f2b2d7e05f7b","Software and Technology","100 - 249"
"933bd68c23b80ec","Food and Beverage","1,000 - 4,999"
"933bf6d6c398fa1","Business Services","10 - 19"
"93611c19e1ab0c2","Business Services","1,000 - 4,999"
"93671f3d3d1bdc8","Business Services","0 - 9"
"93a5b6a6d8f64fc","Manufacturing","250 - 499"
"93f46a8aa69916a","Business Services","50 - 99"
"946ed9d96684d01","Financial Services","1,000 - 4,999"
"95ec2b957ee69f1","Business Services","1,000 - 4,999"
"968aa3a2e0a7232","Software and Technology","20 - 49"
"96d14f043acfc29","Retail and Distribution","100 - 249"
"977762a7155cf2c","Education","10,000+"
"97d552c7142c814","Software and Technology","250 - 499"
"97fe9d6e32de6f7","Business Services","1,000 - 4,999"
"980269f12e9b73b","Retail and Distribution","250 - 499"
"98c57e71ada2af1","Healthcare and Medical","20 - 49"
"990f12cd9b059be","Energy and Utilities","100 - 249"
"992e0c70afed939","Financial Services","50 - 99"
"996508e507d203e","Software and Technology","20 - 49"
"99887f8af96719c","Transportation and Logistics","500 - 999"
"99c3e94f7f0f9a8","Business Services","50 - 99"
"9a498fccd6c2945","Financial Services","10,000+"
"9a8312a0046aea0","Software and Technology","100 - 249"
"9a8a0c2b64e93b6","Business Services","100 - 249"
"9b42bfa5dbf6b7e","Manufacturing","20 - 49"
"9c4b02e36312924","Software and Technology","N/A"
"9c512c7ca4aa3fe","Healthcare and Medical","500 - 999"
"9c55e30e144cfde","Business Services","1,000 - 4,999"
"9cb059e2566a8ea","Financial Services","10,000+"
"9d87e718c5662f3","Financial Services","20 - 49"
"9db14b83fd4ef32","Software and Technology","500 - 999"
"9e4ff20419ac45e","Software and Technology","20 - 49"
"9ea2c70550811b1","Software and Technology","1,000 - 4,999"
"9f50364556340e9","Software and Technology","250 - 499"
"9f8923b09b0a620","Manufacturing","N/A"
"9f92bfd7613d6c7","Software and Technology","50 - 99"
"a09e57b0e438c5c","Software and Technology","100 - 249"
"a0d6966b0b54dfd","Financial Services","1,000 - 4,999"
"a0f64c6642d0d01","Software and Technology","5,000 - 9,999"
"a12f5aedcc448b5","Healthcare and Medical","500 - 999"
"a16e0a514739afd","Automotive","10,000+"
"a19eebed086118f","Business Services","20 - 49"
"a1bc90abecdc24d","Financial Services","10 - 19"
"a26c7ba03277352","Software and Technology","100 - 249"
"a291cc8af81f89b","Hospitality and Travel","500 - 999"
"a2f52d20e2c5949","Telecommunications","20 - 49"
"a2f94f8a1de04fa","Financial Services","50 - 99"
"a3630e8393988c8","Business Services","N/A"
"a3675aadf6e010b","Manufacturing","10,000+"
"a3c876663b58914","Business Services","20 - 49"
"a3e9a7a546aefd3","Software and Technology","50 - 99"
"a470a633cd3b7ff","Transportation and Logistics","500 - 999"
"a48e738182b7008","Hospitality and Travel","10,000+"
"a4e3b039a8328f2","Financial Services","0 - 9"
"a58db6de31e4cfa","Software and Technology","20 - 49"
"a5a210211fefdd0","Business Services","1,000 - 4,999"
"a5b6acdcf812405","Automotive","5,000 - 9,999"
"a5cf14afea8d1c6","Healthcare and Medical","1,000 - 4,999"
"a60344bad02c938","Food and Beverage","500 - 999"
"a71aad2b8b7bfa9","Transportation and Logistics","250 - 499"
"a73aeb28177f718","Financial Services","250 - 499"
"a79011e46d2c0db","Retail and Distribution","50 - 99"
"a7962d38f7fe095","Business Services","500 - 999"
"a7a507c1c3a0b92","N/A","N/A"
"a8004410e2f72e0","Hardware","250 - 499"
"a837e586bae44d2","Energy and Utilities","10 - 19"
"a8bceeed6951c22","Software and Technology","50 - 99"
"a8cb7c89f6594a0","Software and Technology","100 - 249"
"a9ca8f9602fcddd","Financial Services","100 - 249"
"aa5d18c139423b3","Software and Technology","0 - 9"
"aa633d48e60d8d0","Real Estate","500 - 999"
"aac33a21508ccfb","Business Services","10,000+"
"ab569179547d592","Government","10,000+"
"abf56f40d5f1d71","Business Services","0 - 9"
"ac40ad9401eee4b","Software and Technology","50 - 99"
"ac52ebc4ea501e4","Hardware","10,000+"
"ac67a3ffd566208","Education","1,000 - 4,999"
"aca8ddb3444fffe","Healthcare and Medical","1,000 - 4,999"
"ace729b9699797e","Software and Technology","0 - 9"
"ada82f41ca2ca34","Education","1,000 - 4,999"
"ae15c0086891ed5","Software and Technology","5,000 - 9,999"
"ae342376d0c83db","Business Services","100 - 249"
"b1176b148351822","Business Services","20 - 49"
"b1182e7000e3894","Financial Services","50 - 99"
"b12a48600c15149","Financial Services","20 - 49"
"b147b30700f2897","Telecommunications","250 - 499"
"b16855b89eb6896","N/A","N/A"
"b1791a42101e8b1","Business Services","50 - 99"
"b1c96737d3a3548","Business Services","10,000+"
"b1d090f5f3465ea","Software and Technology","100 - 249"
"b20a8c7c115ea48","Telecommunications","100 - 249"
"b2d9cbd67e2f72b","Financial Services","1,000 - 4,999"
"b2f0efbf7455931","Software and Technology","250 - 499"
"b3014c6be4ca6c6","Software and Technology","20 - 49"
"b3265d44e226d43","Software and Technology","100 - 249"
"b3333b2b1891f8b","Pharmaceuticals","10,000+"
"b335cde6e710627","Business Services","50 - 99"
"b355f035af8ce35","Software and Technology","20 - 49"
"b37316407be0943","Financial Services","250 - 499"
"b509ddf23f4e936","Business Services","0 - 9"
"b5478e61ff6ba83","Business Services","500 - 999"
"b58288914f3f1a8","Business Services","100 - 249"
"b7307a6f6414028","Retail and Distribution","100 - 249"
"b730ca8755b232d","Software and Technology","250 - 499"
"b74c2f3a1757d99","Business Services","100 - 249"
"b77081a31d93173","Software and Technology","250 - 499"
"b7caa5f5d4594c1","Hardware","1,000 - 4,999"
"b7ddfcec5c8ff90","Software and Technology","10 - 19"
"b8aa6575ef8849f","Education","10 - 19"
"b8d3b182eec37b9","Retail and Distribution","250 - 499"
"b9440f349f8c241","Financial Services","1,000 - 4,999"
"b9ddf02ad1a05d1","Real Estate","0 - 9"
"b9de808e65b89d9","Manufacturing","100 - 249"
"70802dd79a15db0","Education","20 - 49"
"70c29479d7a23ce","Software and Technology","20 - 49"
"70fe856eb67cf1b","Financial Services","20 - 49"
"7100a122aa56428","Real Estate","20 - 49"
"71039240e8a9b43","Education","1,000 - 4,999"
"71166c4747f9db7","Financial Services","20 - 49"
"71212dd3f29cdfb","Software and Technology","20 - 49"
"71ac40cdac2a1a6","Telecommunications","1,000 - 4,999"
"71e0e08d88e5d5b","Business Services","20 - 49"
"7201c846183611b","Software and Technology","100 - 249"
"722b7c812fe6ea2","Real Estate","500 - 999"
"725c69fb97fbc3f","Real Estate","500 - 999"
"73572d1c7d6084d","Manufacturing","100 - 249"
"73dff6e2badae05","Business Services","50 - 99"
"74d6d59327f8756","Hardware","10 - 19"
"74e873663226b50","Business Services","500 - 999"
"75893712349c4c1","Software and Technology","20 - 49"
"75c154d7e2d15d9","Business Services","100 - 249"
"75d8975b5b198fe","Education","1,000 - 4,999"
"75e185cf20f868f","Business Services","10,000+"
"75eb71b64a8263a","Biotech","20 - 49"
"7641b0808b680ca","Software and Technology","20 - 49"
"76ae952ae843c5a","Business Services","50 - 99"
"76f74839fc12b12","Healthcare and Medical","10,000+"
"774b448c5d9c755","Software and Technology","1,000 - 4,999"
"77def50046afcbc","Healthcare and Medical","250 - 499"
"785b542707014d9","Financial Services","250 - 499"
"78b19f70b0046e0","Healthcare and Medical","0 - 9"
"78cd7d45def78fb","Hardware","100 - 249"
"78fdf2f873de0e7","Business Services","500 - 999"
"793b0e304e171d7","Consumer Goods and Services","20 - 49"
"794dbb35bc6a990","Healthcare and Medical","100 - 249"
"795bae3a5d82d6c","Financial Services","100 - 249"
"79be6f07166f36b.d11e13e7fcb3660","Healthcare and Medical","20 - 49"
"7a5e645c7481d65","Software and Technology","20 - 49"
"7afb478f483bc99","Telecommunications","20 - 49"
"7bbc1f300c3c0ab","Business Services","100 - 249"
"7bf78e7d046ecae","Business Services","100 - 249"
"7bffd50a4e1d938","Business Services","50 - 99"
"7c16ee569ffc704","Healthcare and Medical","5,000 - 9,999"
"7c61a69da926f35","Business Services","500 - 999"
"7c8758868836449","Manufacturing","10,000+"
"7cd0fa9eb7524b6","Software and Technology","20 - 49"
"7d89cba092668c2","Transportation and Logistics","100 - 249"
"7da23bf19d8e021","Software and Technology","1,000 - 4,999"
"7dba771bb7e4e68","Manufacturing","50 - 99"
"7e1fb4212c09c0d","Software and Technology","10,000+"
"7f1a4fd1aa5a64f","Mining","1,000 - 4,999"
"7f61d877d84efbe","Business Services","1,000 - 4,999"
"7f6a772bd3998be","Transportation and Logistics","10,000+"
"7f760e0abc57bb7","Financial Services","50 - 99"
"7f873089d8951f5","Education","100 - 249"
"7fb3198cd884794","Government","100 - 249"
"7fb9b7dec7f8c12","Manufacturing","10,000+"
"801b2044efc145b","Financial Services","100 - 249"
"801fb571fc73d2e","Healthcare and Medical","20 - 49"
"803685e9523ac9d","Software and Technology","20 - 49"
"8097a2916f73174","Healthcare and Medical","1,000 - 4,999"
"811b5690a413a44","Transportation and Logistics","1,000 - 4,999"
"82457c9fc8b4255","N/A","0 - 9"
"82e196b9dcd58b5","Energy and Utilities","1,000 - 4,999"
"82f10c599d10890","Software and Technology","20 - 49"
"8306051df96fed3","Manufacturing","1,000 - 4,999"
"8308cc75d12555e","Business Services","1,000 - 4,999"
"83a7bb70fce962a","Software and Technology","100 - 249"
"83d6e2a95330e63","Education","1,000 - 4,999"
"83dc908e0dd8cbf","Education","250 - 499"
"83e723b5679769f","Financial Services","50 - 99"
"84787e43260c823","Software and Technology","20 - 49"
"848a1488e068fe3","Software and Technology","100 - 249"
"84d58593d1a4cfd","Software and Technology","20 - 49"
"8568006cf547c1c","Software and Technology","100 - 249"
"85742665f71e70e","Business Services","100 - 249"
"85778660b7ed56b","Software and Technology","100 - 249"
"858e1174747d986","Healthcare and Medical","100 - 249"
"85f828ef1a39f06","Software and Technology","250 - 499"
"85f8a78ba807f0c","Education","20 - 49"
"866b4f73292f3f6","Business Services","50 - 99"
"866f0eee88ff6d2","Software and Technology","20 - 49"
"86715559520ba57","Software and Technology","5,000 - 9,999"
"87c94b1755bf23b","Construction","100 - 249"
"87ca821b7118c61","Education","10,000+"
"881c267d06a07c2","Government","50 - 99"
"89033f5d6f346fd","Associations","50 - 99"
"89281db7b925fbf","Business Services","1,000 - 4,999"
"89c17cf9d393f07","Consumer Goods and Services","500 - 999"
"89d9fc5511300aa","Transportation and Logistics","500 - 999"
"8a0878788841af5","Software and Technology","10,000+"
"8ab76cd1dcf6c92","Manufacturing","100 - 249"
"8b00bd931a3f3b5","Government","5,000 - 9,999"
"8b35cbecd91f9fc","Software and Technology","100 - 249"
"8b97a51c2c561c0","Software and Technology","500 - 999"
"8b9b8c78e348386","Software and Technology","500 - 999"
"8d8e4e66e15eaa6","Healthcare and Medical","500 - 999"
"8da78abcf5995b6","Business Services","0 - 9"
"8dc570bbd50f5dc","Business Services","0 - 9"
"8df32242983938c","Telecommunications","1,000 - 4,999"
"8ed19ca97584053","Government","1,000 - 4,999"
"8ef5eef1021a4bc","Financial Services","500 - 999"
"8f116bd441cee78","Software and Technology","100 - 249"
"8f141730783e724","Printing and Publishing","20 - 49"
"8fa4faf1357c788","Retail and Distribution","500 - 999"
"8fa5931fd1524ea","Financial Services","500 - 999"
"8fef41468aa9df2","Hardware","100 - 249"
"902a4d1ffe65ec5","Business Services","20 - 49"
"903b92067c616b1","Manufacturing","250 - 499"
"907703138e6c868","Media and Entertainment","20 - 49"
"9080411d0f7d778","Education","100 - 249"
"910e54d2a47516b","Software and Technology","10,000+"
"911e9be97f2ba2b","Software and Technology","50 - 99"
"9183195be52c541","Business Services","5,000 - 9,999"
"919505745bc1c28","Business Services","10,000+"
"91f504ae2249c45","Business Services","100 - 249"
"921dabe84d0c995","Business Services","1,000 - 4,999"
"934eb52346be94e","Software and Technology","100 - 249"
"9391d0b091d3287","Financial Services","10,000+"
"93de09aa447ab20","Business Services","1,000 - 4,999"
"941be1dbec0e79b","Retail and Distribution","0 - 9"
"9438cdb34146f5c","Software and Technology","500 - 999"
"94604dc4fdfaf7e","Education","250 - 499"
"9485ea7cd8e9e08","Software and Technology","500 - 999"
"948f45930dcfe7a","Business Services","0 - 9"
"94b97b01b03ff88","Telecommunications","20 - 49"
".05f2600b3b94173","Software and Technology","5,000 - 9,999"
".0a3c4b43af9b777","Media and Entertainment","1,000 - 4,999"
".0ae2db7e4198ea7","Business Services","0 - 9"
".1abd68d08ddee14","Retail and Distribution","0 - 9"
".2533bbc172c2a75","Energy and Utilities","0 - 9"
".2a25fe5c92fa60e","N/A","1,000 - 4,999"
".2f3442cc527b3f6","Transportation and Logistics","0 - 9"
".2fea92eb34cb78c","Government","20 - 49"
".30049655a3fbbdf","Consumer Goods and Services","0 - 9"
".33d20d9e228d536","Manufacturing","20 - 49"
".3b40d5a50ad3091","Healthcare and Medical","0 - 9"
".47f9c7445124457","Consumer Goods and Services","0 - 9"
".4839cf53397e3bc","Manufacturing","250 - 499"
".4eadd2e042eeb43","Business Services","0 - 9"
".502a0f7ee4b6d90","Real Estate","0 - 9"
".66e27c416f69230","N/A","N/A"
".6f33ae77771ab4f","Financial Services","0 - 9"
".7f5dd06d542b11a","Software and Technology","0 - 9"
".7f938643c39fd1d","Business Services","0 - 9"
".811b4a5487db39c","N/A","20 - 49"
".877fd489c2f330e","Business Services","0 - 9"
".89016f26f9b7146","Construction","100 - 249"
".9585ad74365792e","Healthcare and Medical","0 - 9"
".96d26129493332f","Business Services","0 - 9"
".9779610782eab63","Automotive","100 - 249"
".9e7c20c4dc0b43b","N/A","0 - 9"
".9faaa24c5638b6f","Business Services","0 - 9"
".a0519e09fb1977f","N/A","50 - 99"
".a6dacab8d2467e5","Business Services","0 - 9"
".b116cc13d507bd4","Government","100 - 249"
".b4147da0eca4510","Business Services","0 - 9"
".b9d62006e4e5eb7","Education","20 - 49"
".ba02c29121aa5a9","Software and Technology","1,000 - 4,999"
".bc620fa915268fa","Government","0 - 9"
".c5520530389aa4d","Financial Services","10,000+"
".c92006c63e45b70","Financial Services","500 - 999"
".c9fe861d96a8a4b","Business Services","20 - 49"
".cb05bc494a9a7a1","Financial Services","100 - 249"
".cb904f126793b4d","Business Services","250 - 499"
".d6894435b88d9f9","Financial Services","10,000+"
".d9a9957e978c30b","Printing and Publishing","500 - 999"
".d9babb577f3b0f4","N/A","N/A"
".da3b1756001f041","Manufacturing","0 - 9"
".e0b55fae38d70cf","Business Services","0 - 9"
".e0ec57d8c067a65","Media and Entertainment","500 - 999"
".e890f5b1e7bb3ca","Software and Technology","0 - 9"
".e98cbc8d1a69a98","Real Estate","0 - 9"
".ef7c53137d91eb6","Government","500 - 999"
".f05c3e4549d76a8","Real Estate","0 - 9"
".f4a0678ef66cb7b","N/A","N/A"
".f896676fc955fbc","Software and Technology","10 - 19"
"0060f7557d2130a","Software and Technology","50 - 99"
"00753105c094ead","Media and Entertainment","100 - 249"
"00d8badd1a99476","Hardware","10 - 19"
"0131d0d21161e6f","Energy and Utilities","5,000 - 9,999"
".02bf58f364c644d","N/A","N/A"
".0a74ec13a6581a6","Software and Technology","20 - 49"
".0b00ea197f5a0b9","Telecommunications","20 - 49"
".0d9de8fd7df1bde","Real Estate","0 - 9"
".0ec90f6d30b0de9","Manufacturing","N/A"
".0eeb688eecd31bb","Business Services","0 - 9"
".0fae107e7f94f85","Consumer Goods and Services","0 - 9"
".164ea3241e4c58f","N/A","0 - 9"
".175b4cbb0b48942","Healthcare and Medical","0 - 9"
".1c655ba40624d93","Software and Technology","N/A"
".24724f38f3a788d","Healthcare and Medical","20 - 49"
".255dcf845bd3629","Software and Technology","0 - 9"
".2b6165c196743ee","Manufacturing","5,000 - 9,999"
".2c9f147b17e876d","N/A","N/A"
".2d4262c662221f7","Financial Services","50 - 99"
".32a73fd5349eca9","N/A","N/A"
".348aaf75013cd14","Business Services","0 - 9"
".37ca0d40006a3db","Media and Entertainment","1,000 - 4,999"
".4432033ee2f9127","Business Services","500 - 999"
".58d026688783aa6","N/A","N/A"
".58e1d93d237b745","Hospitality and Travel","500 - 999"
".5d784ad95ee99d5","Business Services","10 - 19"
".5de1e9f12f54e34","Government","20 - 49"
".5e15ae4f88acb8a","Hospitality and Travel","0 - 9"
".5e726c415e9b060","Business Services","0 - 9"
".66ca2cef2fde93c","Financial Services","0 - 9"
".68319cf80c5bbf4","Business Services","0 - 9"
".75348551ba596af","Business Services","20 - 49"
".7cae45289919489","Real Estate","0 - 9"
".7f8233f1e65191a","N/A","500 - 999"
".82434ffa1a33719","Media and Entertainment","N/A"
".8597b4fd33590c1","N/A","N/A"
".8e60c8894cf33a6","Business Services","0 - 9"
".8fe69e16d44b809","Financial Services","0 - 9"
".921ff72448fc553","Education","0 - 9"
".99147f7c4b5e119","Business Services","100 - 249"
".a8c8b00b98cc8b3","Education","N/A"
".aacf0954fc5edb6","Education","100 - 249"
".ad5f6523179183d","Hardware","1,000 - 4,999"
".b231564709f9623","Software and Technology","20 - 49"
".b5444f6d0b5e72c","Software and Technology","0 - 9"
".c66b139dbf17b66","Software and Technology","0 - 9"
".cd354dabfeaaf6c","Healthcare and Medical","10,000+"
".ce939f1cc7ea280","Business Services","0 - 9"
".d5b91d7fb65cdd0","Business Services","0 - 9"
".d6b65fa8228d259","Business Services","100 - 249"
".d99cc3194096515","Financial Services","10,000+"
".dadfa8a5d51c1bf","Retail and Distribution","10 - 19"
".dd9a8a1789410af","Business Services","0 - 9"
".df2ded567a5d7b7","N/A","N/A"
".df5042360aed757","Business Services","0 - 9"
".e22f61078dc6ec5","Software and Technology","20 - 49"
".e4b5f342d194534","N/A","N/A"
".e7915fc19c8b29e","Business Services","0 - 9"
".f4561b6bcca01b3","Media and Entertainment","50 - 99"
".fdc9619ff128206","Software and Technology","250 - 499"
"0014da539432239","Software and Technology","20 - 49"
"005088d06875fba","Retail and Distribution","1,000 - 4,999"
"00e7d4b1fefd1aa","Manufacturing","5,000 - 9,999"
"01376de0153f680","Healthcare and Medical","250 - 499"
"4b26f6719b18961","Software and Technology","20 - 49"
"4ba0c3d121d575b","Business Services","100 - 249"
"4c1f0dd8d707638","Healthcare and Medical","250 - 499"
"4c468ee2e14deb6","Retail and Distribution","100 - 249"
"4c49e9801dc0185","Automotive","10,000+"
"4c6cd44766c3e55","Software and Technology","250 - 499"
"4d1e77aa78d9ba3","Construction","10,000+"
"4dbc62940dd2642","Retail and Distribution","20 - 49"
"4e50511a2a4741c","Transportation and Logistics","10,000+"
"4ebd6d25457cf2a","Software and Technology","100 - 249"
"4ed4815ed27f443","Healthcare and Medical","1,000 - 4,999"
"4f44b6efcb8ec17","Software and Technology","0 - 9"
"4f63b99f85d39e5","Software and Technology","100 - 249"
"4fd129de2d7e18d","Telecommunications","500 - 999"
"4fe94525cfbc594","Education","1,000 - 4,999"
"500f50a4053bca0","Business Services","100 - 249"
"510c2207602766f","Manufacturing","1,000 - 4,999"
"5128e6206ab4089","Business Services","10 - 19"
"5256dc86608c3d5","Software and Technology","100 - 249"
"527c4eff32ccce7","Software and Technology","1,000 - 4,999"
"52ea3b21bfa6c96","Associations","20 - 49"
"530f4a462a58d73","Retail and Distribution","100 - 249"
"531389099f0abd9","Business Services","10 - 19"
"535a3377d914bb3","Education","1,000 - 4,999"
"5390252fe9d7962","Manufacturing","10 - 19"
"5408b7f01f8cf41","Software and Technology","1,000 - 4,999"
"54246b13be6ba9c","Real Estate","500 - 999"
"5463847db3e5d06","Business Services","0 - 9"
"549dea6aaeff77e","Business Services","50 - 99"
"550e0aa7dab41a0","Software and Technology","20 - 49"
"55424a71a448d51","Software and Technology","50 - 99"
"556dda68d198db5","Software and Technology","20 - 49"
"556edce1eb4b4c7","Financial Services","100 - 249"
"55a1f11c511b556","Business Services","20 - 49"
"55e6e2d063d8840","Software and Technology","20 - 49"
"56357dbc802cb8e","Retail and Distribution","20 - 49"
"56bd78f6addaa42","Food and Beverage","1,000 - 4,999"
"57209446b06152f","Construction","100 - 249"
"5773de1f61960ea","Business Services","0 - 9"
"57aa4bf5603fd90","Software and Technology","100 - 249"
"57c2e3daf398882","Telecommunications","20 - 49"
"57e67d7af8d185f","Software and Technology","100 - 249"
"583756f394abeb5","Software and Technology","100 - 249"
"584ba5482d4b4a5","Consumer Goods and Services","10,000+"
"58915365b7aa255","Business Services","50 - 99"
"58c8dffb5e5fb00","Food and Beverage","100 - 249"
"592a8e28325ae76","Software and Technology","250 - 499"
"5b0050c9ca69c91","Financial Services","100 - 249"
"5b2da31a78c4923","Software and Technology","100 - 249"
"5b55d36e5f5bfec","Transportation and Logistics","1,000 - 4,999"
"5b793cfcfc44b19","Software and Technology","20 - 49"
"5b916962ba03ba2","Financial Services","500 - 999"
"5bb32ec492d2336","Business Services","20 - 49"
"5c8702d6c026487","Software and Technology","500 - 999"
"5c8a15f4d011c32","Retail and Distribution","1,000 - 4,999"
"5c98db310266a91","Transportation and Logistics","1,000 - 4,999"
"5cd011cbbb49fcc","Software and Technology","250 - 499"
"5cf08a143735d4b","Manufacturing","1,000 - 4,999"
"5cfb672a5d3eb4a","Financial Services","10,000+"
"5d4ef5edcfbd12a","Software and Technology","500 - 999"
"5d7f38e58e0f322","Healthcare and Medical","0 - 9"
"5db51e29e5a9fdd","Software and Technology","100 - 249"
"5e16aa0179188d6","Software and Technology","100 - 249"
"5e6a8fb7a3682d3","Software and Technology","250 - 499"
"5eb2c6da3215de5","Financial Services","500 - 999"
"5eb6f60c470e39d","Government","250 - 499"
"5edb9dcd7d955f9","Business Services","20 - 49"
"5f364aedda018d2","Software and Technology","20 - 49"
"5f395d478e695fc","Manufacturing","100 - 249"
"5f6f183146fb8bb","Transportation and Logistics","0 - 9"
"5fedbfedc8c079d","Telecommunications","50 - 99"
"607c14cef7d2050","Financial Services","100 - 249"
"6082015b1ba5f82","Software and Technology","50 - 99"
"608c213dead9597","Software and Technology","20 - 49"
"60b43986e1bb0c7","Apparel","1,000 - 4,999"
"61ebdf4bd2f2a1d","Business Services","20 - 49"
"61f50b31bdbfbde","Retail and Distribution","10,000+"
"62007f517202ff9","Business Services","50 - 99"
"6236bdff6653a73","Financial Services","250 - 499"
"624a90ff7e2c8b9","Consumer Goods and Services","100 - 249"
"626f8ef399580bc","Manufacturing","100 - 249"
"629318d720ece49","Hardware","1,000 - 4,999"
"62e2e8012d77350","Construction","100 - 249"
"6326ce53b4e8074","Software and Technology","0 - 9"
"63482abb57e4d3b","Retail and Distribution","10,000+"
"63c9c3f22925064","Financial Services","250 - 499"
"648bf40570c926d","Software and Technology","500 - 999"
"64bfcbd751ec301","Software and Technology","50 - 99"
"653c682fe1696c9","Government","1,000 - 4,999"
"6554d585983fd2f","Software and Technology","20 - 49"
"6593202ed68343e","Business Services","100 - 249"
"65b26a9b57550d2","Transportation and Logistics","250 - 499"
"65ef5960ea22208","Business Services","20 - 49"
"65f64e5e26c7197","Software and Technology","50 - 99"
"665118a628714bb","Business Services","500 - 999"
"6652b30deb42eb8","Business Services","0 - 9"
"66b011513c720d8","Financial Services","100 - 249"
"66f9d0e900a327e","Business Services","100 - 249"
"67d6c4a3e030d09","Healthcare and Medical","500 - 999"
"67ff5ac8c40b915","Healthcare and Medical","100 - 249"
"682f63c1028b628","Software and Technology","50 - 99"
"683c04794bcc5bc","Manufacturing","20 - 49"
"6854e73dfd0ab37","Business Services","100 - 249"
"68c71beb7191f9b","Automotive","10,000+"
"692b87bd1752a4c","Transportation and Logistics","1,000 - 4,999"
"69504216570425d","Hardware","10,000+"
"69814b40f8e4a31","Software and Technology","20 - 49"
"69a788dde4d3d5c","Recreation","100 - 249"
"69aca7ef39330b3","Software and Technology","500 - 999"
"69c07ec6b1f6595","Business Services","500 - 999"
"6a167d31bd8f7f7","Software and Technology","20 - 49"
"6a2854392484d05","Education","1,000 - 4,999"
"6a3a1523b085cf1","Construction","10 - 19"
"6a61800204da566","Pharmaceuticals","100 - 249"
"6ae67bf81829897","Business Services","20 - 49"
"6b01c2ebea2f46b","Retail and Distribution","100 - 249"
"6b09921bcb55cbb","Business Services","20 - 49"
"6b69effd8c471ef","Software and Technology","20 - 49"
"6b9355c6195e957","Associations","250 - 499"
"6c0c84948a2a674","Manufacturing","1,000 - 4,999"
"6cd7a081b2d7d63","Associations","100 - 249"
"6d291ca342077c6","Retail and Distribution","100 - 249"
"6d4fcba753851aa","Real Estate","250 - 499"
"6d5adb42e3f2b65","Retail and Distribution","1,000 - 4,999"
"6da4a8d633445a3","Transportation and Logistics","250 - 499"
"6dec1a326713f61","Hardware","1,000 - 4,999"
"6df74d9fb710b70","Automotive","10,000+"
"6e6a67c2ce09ced","Financial Services","100 - 249"
"6eb7edd3895df3e","Financial Services","0 - 9"
"6ec9f751892ef73","Automotive","250 - 499"
"6efebdd94e3ca15","Real Estate","250 - 499"
"6f04ac2c6f48acc","Software and Technology","0 - 9"
"6f9e2642c88b687","Transportation and Logistics","1,000 - 4,999"
"2776fe26e6b4bc0","Automotive","5,000 - 9,999"
"27dd049fff4339f","Healthcare and Medical","100 - 249"
"2850ae46c7d76f1","Transportation and Logistics","1,000 - 4,999"
"288fb8fc06cd01a","Financial Services","500 - 999"
"28e0df8cadd40d3","Software and Technology","50 - 99"
"29be7cf5fc4abf6","Hospitality and Travel","10,000+"
"29ffabdaf2eeaa4","Software and Technology","20 - 49"
"2a356c985f68cfb","Manufacturing","0 - 9"
"2a5adba16ff232c","Software and Technology","20 - 49"
"2a7bc94b745551a","Associations","20 - 49"
"2b0eefb384d7b4e","Healthcare and Medical","1,000 - 4,999"
"2b73c3395b476f7","Software and Technology","20 - 49"
"2bd8af336bc6a63","Financial Services","100 - 249"
"2bf523e6c33f440","Manufacturing","20 - 49"
"2c22cdea1949e3b","Software and Technology","20 - 49"
"2c87b749e78e4b5","Healthcare and Medical","5,000 - 9,999"
"2ca99edebee2499","Healthcare and Medical","250 - 499"
"2cad492676bb53a","Manufacturing","1,000 - 4,999"
"2cc62e9c7d567ab","Aerospace and Defense","10,000+"
"2d172a5ff96ebd3","Software and Technology","500 - 999"
"2d44f8c6ea94692","Financial Services","0 - 9"
"2d77f4eeb6be279","Business Services","0 - 9"
"2d8d30e113e7410","Business Services","100 - 249"
"2d8dc5da3c8d2ec","Media and Entertainment","20 - 49"
"2db9294cb1ede62","Software and Technology","20 - 49"
"2df9d8bb62505a3","Associations","50 - 99"
"2e1ae1d4a7ddbb9","Business Services","5,000 - 9,999"
"2eafc76a785b743","Associations","100 - 249"
"2eee2d07ead7bf1","Consumer Goods and Services","20 - 49"
